Sentences,class
ඇඳුමක් අම්මා මැසුවා ය.,incorrect
පොතක් අයියා කියවයි.,incorrect
ගමට මාමා ගියේ ය.,incorrect
වැලිතලප නැන්දා සෑදුවා ය.,incorrect
පාසල් මල්ලී යයි.,incorrect
පලතුරු තාත්තා කයි.,incorrect
අපට ගුරුතුමා උගන්වයි.,incorrect
අපට ගුරුතුමා ඉගැන්වූයේ ය.,incorrect
සෙමින් මැකී රූප යයි.,incorrect
දැන් වැටෙයි වැස්ස .,incorrect
දැන් දැල්වෙයි පහන .,incorrect
නිතර ඇසෙයි ශබ්දය .,incorrect
නිතර ඇති සතුට වෙයි.,incorrect
නිතර  දියුණු විද්‍යාව වෙයි.,incorrect
හොඳින්  වැඩුණේ ය ගස.,incorrect
ඉක්මනින් ගලා ජලය  ගියේ ය.,incorrect
එහි තිබුණේ ය පොත .,incorrect
වේගයෙන් පැතිර සීතල  ගියේ ය.,incorrect
ඉබේ විවර දොර විය.,incorrect
හොඳින් පාර තැනුවේ ය.,incorrect
නිල් පැහැ අහස ගැන්විය.,incorrect
ඊයේ ඉදුණේ ය පලතුරු .,incorrect
ඉක්මනින් නිවුණේ ය ගින්න .,incorrect
බිම පෙරළුණේ ය බෝල.,incorrect
ඉක්මනින්  විසිර වලාකුළු ගියේ ය.,incorrect
සෙමින් ගෙවී  කාලය ගියේ ය.,incorrect
පිරිසිදු කෙරිණි කාමරය .,incorrect
ඊයේ  බිඳුණේ ය වීදුරුව.,incorrect
වේගයෙන් මැකී රූප  ගියේ ය.,incorrect
ඊයේ වැටුණේ ය වැස්ස .,incorrect
ඉක්මනින් දැල්වුණේ ය පහන .,incorrect
පැහැදිලි ව ඇසුණේ ය ශබ්දය .,incorrect
එතැන ඇති සතුට  විය.,incorrect
පෙර දියුණු විද්‍යාව විය.,incorrect
දරුවාට මම දුන්නෙමි.,incorrect
අද නුඹ සිතන්නෙහි.,incorrect
පාඩම ඔහු අවසන් කෙළේ ය.,incorrect
නිතර අඬයි ඇය.,incorrect
සිනාසුණෙමු අපි.,incorrect
හෙට නුඹලා වාඩිවන්නහු .,incorrect
හොඳින් ඔවුහු නැටුවෝ ය.,incorrect
දැන් මම යනවා ඇත්තෙමි.,incorrect
එය නුඹ පිළිගන්නෙහි.,incorrect
අද ඔහු කතා කරන්නේ ය.,incorrect
පිළිතුර ඇය දීමට ඇත.,incorrect
එතැනට අපි යන්නෙමු.,incorrect
අද නුඹලා ඇසුවහුය.,incorrect
එය ඔවුහු දැනගන්නෝ ය.,incorrect
ඉක්මන් මම වන්නට ඇත.,incorrect
පාර නුඹ පෙන්වූයෙහි.,incorrect
සෙල්ලම් කරමින් ඔහු සිටියේ ය.,incorrect
හොඳින් අපි දැන ගතිමු.,incorrect
එය නුඹලා බාරගත්තහු.,incorrect
කෑගසමින් ඔවුහු සිටියෝ ය.,incorrect
එහි මල වියළී ගියේ ය.,incorrect
පැහැදිලි කරුණ වෙන්නේ ය.,incorrect
ඉක්මනින් පහන් දැල්වුණේ ය.,incorrect
දුර හඬ ඇසෙයි.,incorrect
දැන් අදහස ඇති වෙයි.,incorrect
විකිණෙන්නේ භාණ්ඩ.,incorrect
තදින් ජනේලය වැසෙයි.,incorrect
බිම වැටුණේ ය පත්‍ර .,incorrect
ඉක්මනින් වෙනස්  වර්ණ විය.,incorrect
හෙට නවතින්නේ ය රථය .,incorrect
නිරතුරුව ඉහළ  දුම යයි.,incorrect
බිම තිබුණේ ය ගල් .,incorrect
දැන් විසන්ධි විදුලිය  වෙයි.,incorrect
ඉක්මනින් වෙනස්  තත්වය වේ.,incorrect
දැන් තීරණය ඉරණම  විය.,incorrect
මඳින් නදිය ගලා යයි.,incorrect
ඉතා නිවස  අඳුරු විය.,incorrect
හොඳින් සවි මේස කෙරිණි.,incorrect
ඊයේ එය  අපි සෑදුවෙමු.,incorrect
ඔහුව ඔවුහු හමුවූවෝය.,incorrect
එය මම වැරදි ලෙස ලියමි.,incorrect
ඔවුන්ව අපි ආරක්ෂා කළෙමු.,incorrect
ඇයට ඔවුහු දඬුවම් කරයි.,incorrect
කතාබහ කිරීම ඔවුහු ප්‍රතික්ෂේප කරති.,incorrect
එය අපි ගායනා කරන්නෙමු.,incorrect
මුදල් ඇය වියදම් කරයි.,incorrect
එයින් අපි දුක් වින්ඳෙමු.,incorrect
එය ඔවුහු යෝජනා කරති.,incorrect
ඔහුව මම පුදුම කළෙමි.,incorrect
ඒ පිළිබඳ මම කතා කරන්නෙමි.,incorrect
බත් මම දැන් කමි.,incorrect
බත් නුඹ දැන් කන්නෙහි.,incorrect
බත් ඔහු දැන් කයි.,incorrect
තේ ඇය දැන් බොයි.,incorrect
බත් අපි දැන් කමු.,incorrect
බත් නුඹලා දැන් කවු.,incorrect
තේ ඔවුහු දැන් බොති.,incorrect
ගීත මම ගයමි.,incorrect
ඇඳුම් නුඹ අඳින්නෙහි.,incorrect
පාඩම් ඔහු ලියයි.,incorrect
ගමන ඇය යයි.,incorrect
නිවාස අපි දකිමු.,incorrect
වැඩ නුඹලා කරහු.,incorrect
මෙහි ඔවුහු එති.,incorrect
පොත මම කියමි.,incorrect
නිතර නුඹ දුවන්නෙහි.,incorrect
මුදල් ඔහු ගනී.,incorrect
සතුටු අපි වන්නෙමු.,incorrect
හොඳින් නුඹලා ඉන්නහු.,incorrect
හොඳින් ඔවුහු පවතිති.,incorrect
ගමන ඇය ගියා ය.,incorrect
ගීත මම ගීයෙමි.,incorrect
ඇඳුම් නුඹ ඇන්දෙහි.,incorrect
පාඩම් ඔහු ලිව්වේ ය.,incorrect
මෙහි ඇය ආවා ය.,incorrect
නිවාස අපි දුටිමු.,incorrect
වැඩ නුඹලා කෙරූහුය.,incorrect
පොත් ඔවුහු කියවූවෝ ය.,incorrect
නිදාගත්තෙමි මම.,incorrect
හොඳින් නුඹ හිටියෙහි.,incorrect
මුදල් ඔහු ගත්තේ ය.,incorrect
එතැන නුඹලා සිටියහුය.,incorrect
එහි ඔවුහු ගියෝ ය.,incorrect
ගීත මම ගයන්නෙමි.,incorrect
පොත නුඹ කියවන්නෙහි.,incorrect
එය ඔහු දකින්නේ ය.,incorrect
පිළිතුරු ඇය දෙන්නේ ය.,incorrect
වැඩ අපි කරන්නෙමු.,incorrect
මෙහි නුඹලා එන්නවු.,incorrect
සතුටු ඔවුහු වන්නෝ ය.,incorrect
ඉක්මන් මම වන්නෙමි.,incorrect
පොත් නුඹ ගන්නේ ය.,incorrect
එහි ඔහු පවතින්නේ ය.,incorrect
කාරණා අපි දැනගන්නෙමු.,incorrect
සත්‍යය නුඹලා කියන්නහු.,incorrect
හොඳින් ගස වැඩේ.,incorrect
නිතර ජලය ගලයි.,incorrect
එහි පොත තිබේ.,incorrect
දැන් සීතල පැතිරෙයි.,incorrect
ඉබේ දොර හැරෙයි.,incorrect
දුර ය පාර.,incorrect
නිතර අහස නිල් වෙයි.,incorrect
දැන් පලතුරු ඉදී ඇත.,incorrect
සෙමින් ගින්න නිවෙයි.,incorrect
දැන් බෝල පෙරළෙයි.,incorrect
අහසේ වලාකුළු පාවෙයි.,incorrect
වේගයෙන් කාලය ගතවෙයි.,incorrect
දීප්තිමත් කාමරය වේ.,incorrect
ඉක්මනින් වීදුරුව බිඳෙයි.,incorrect
සෙමින් රූප මැකී යයි.,incorrect
දැන් වැස්ස වැටෙයි.,incorrect
දැන් පහන දැල්වෙයි.,incorrect
නිතර ශබ්දය ඇසෙයි.,incorrect
නිතර සතුට ඇති වෙයි.,incorrect
නිතර විද්‍යාව දියුණුවෙයි.,incorrect
හොඳින් ගස වැඩුණේ ය.,incorrect
ඉක්මනින් ජලය ගලා ගියේ ය.,incorrect
එහි පොත තිබුණේ ය.,incorrect
වේගයෙන් සීතල පැතිර ගියේ ය.,incorrect
ඉබේ දොර විවර විය.,incorrect
හොඳින් පාර තැනුවේ ය.,incorrect
නිල් අහස පැහැ ගැන්විය.,incorrect
ඊයේ පලතුරු ඉදුණේ ය.,incorrect
ඉක්මනින් ගින්න නිවුණේ ය.,incorrect
බිම බෝල පෙරළුණේ ය.,incorrect
ඉක්මනින් වලාකුළු විසිර ගියේ ය.,incorrect
සෙමින් කාලය ගෙවී ගියේ ය.,incorrect
පිරිසිදු කාමරය කෙරිණි.,incorrect
ඊයේ වීදුරුව බිඳුණේ ය.,incorrect
වේගයෙන් රූප මැකී ගියේ ය.,incorrect
ඊයේ වැස්ස වැටුණේ ය.,incorrect
ඉක්මනින් පහන දැල්වුණේ ය.,incorrect
පැහැදිලි ව ශබ්දය ඇසුණේ ය.,incorrect
එතැන සතුට ඇති විය.,incorrect
පෙර විද්‍යාව දියුණු විය.,incorrect
දරුවාට මම දුන්නෙමි.,incorrect
අද නුඹ සිතන්නෙහි.,incorrect
පාඩම ඔහු අවසන් කෙළේ ය.,incorrect
නිතර ඇය අඬයි.,incorrect
සිනාසුණෙමු අපි.,incorrect
හෙට නුඹලා වාඩිවන්නවු.,incorrect
හොඳින් ඔවුහු නැටුවෝ ය.,incorrect
දැන් මම යනවා ඇත්තෙමි.,incorrect
එය නුඹ පිළිගන්නෙහි.,incorrect
අද ඔහු කතා කරන්නේ ය.,incorrect
පිළිතුර ඇය දීමට ඇත.,incorrect
එතැනට අපි යන්නෙමු.,incorrect
අද නුඹලා ඇසුවහුය.,incorrect
එය ඔවුහු දැනගන්නෝ ය.,incorrect
ඉක්මන් මම වන්නට ඇත.,incorrect
පාර නුඹ පෙන්වූයෙහි.,incorrect
සෙල්ලම් කරමින් ඔහු සිටියේ ය.,incorrect
හොඳින් අපි දැන ගතිමු.,incorrect
එය නුඹලා බාරගත්තවුය.,incorrect
කෑගසමින් ඔවුහු සිටියෝ ය.,incorrect
එහි මල වියළී ගියේ ය.,incorrect
පැහැදිලි කරුණ වෙන්නේ ය.,incorrect
ඉක්මනින් පහන් දැල්වුණේ ය.,incorrect
දුර හඬ ඇසෙයි.,incorrect
දැන් අදහස ඇති වෙයි.,incorrect
විකිණෙන්නේ භාණ්ඩ.,incorrect
තදින් ජනේලය වැසෙයි.,incorrect
බිම පත්‍ර වැටුණේ ය.,incorrect
ඉක්මනින් වර්ණ වෙනස් විය.,incorrect
හෙට රථය නවතින්නේ ය.,incorrect
නිරතුරුව දුම ඉහළ යයි.,incorrect
බිම ගල් තිබුණේ ය.,incorrect
දැන් විදුලිය විසන්ධි වෙයි.,incorrect
ඉක්මනින් තත්වය වෙනස් වේ.,incorrect
දැන් ඉරණම තීරණය විය.,incorrect
මඳින් නදිය ගලා යයි.,incorrect
ඉතා අඳුරු නිවස විය.,incorrect
හොඳින් මේස සවි කෙරිණි.,incorrect
ඊයේ අපි සෑදුවෙමු එය .,incorrect
ඊයේ බත් මම කෑයෙමි.,incorrect
ඊයේ බත් නුඹ කෑයෙහි.,incorrect
ඊයේ තේ ඔහු බීයේ ය.,incorrect
ඊයේ බත් අපි කෑයෙමු.,incorrect
ඊයේ බත් නුඹලා කෑහුය.,incorrect
ඊයේ තේ ඔවුහු බීවෝ ය.,incorrect
ඊයේ අපි නැටීමු.,incorrect
හෙට මම කන්නෙමි.,incorrect
හෙට නුඹ කන්නෙහී.,incorrect
හෙට ඔහු බොන්නේ ය.,incorrect
හෙට ඇය යන්නේ ය.,incorrect
හෙට අපි යන්නෙමු.,incorrect
හෙට නුඹලා යන්නවු.,incorrect
හෙට ඔවුහු එන්නෝ ය.,incorrect
ඊයේ රහස හෙළි විය.,incorrect
ඊයේ සිදුවීම සිදුවිය.,incorrect
දැන් මම කමි.,incorrect
හෙට නුඹ යන්නෙහි.,incorrect
ඊයේ ඔහු ආයේ ය.,incorrect
නිතර ඇය ලියයි.,incorrect
වහා අපි යමු.,incorrect
පෙර නුඹලා කෑහුය.,incorrect
අද ඔවුහු එති.,incorrect
හෙට මම බොන්නෙමි.,incorrect
දැන් නුඹ සිටින්නෙහි.,incorrect
පසුව ඔහු දනී.,incorrect
වහා ඇය ඇන්දේ ය.,incorrect
ඊයේ අපි දුටිමු.,incorrect
හෙට නුඹලා එන්නවු.,incorrect
නිතර ඔවුහු දකිති.,incorrect
සවස් මම ගතිමි.,incorrect
අද නුඹ දුවන්නෙහි.,incorrect
පෙර ඔහු කීවේ ය.,incorrect
දැන් ඇය දනී.,incorrect
අද නුඹලා ගයවු.,incorrect
ඉක්මන් ඔවුහු ආවෝ ය.,incorrect
දැන් මම ලියමි.,incorrect
පසුව නුඹ කියවන්නෙහි.,incorrect
නිතර ඔහු ගනී.,incorrect
ඊයේ ඇය සේදුවා ය.,incorrect
අද අපි ඉමු.,incorrect
ඉක්මනින් ඔවුහු දුවති.,incorrect
නිතර මම සිතමි.,incorrect
පෙර නුඹ දුන්නෙහි.,incorrect
හෙට ඔහු එන්නේ ය.,incorrect
බිම ඇය බිව්වා ය.,incorrect
අද අපි දකිමු.,incorrect
දැන් නුඹලා කවු.,incorrect
පසුව ඔවුහු යති.,incorrect
ඉක්මන් මම බිව්වෙමි.,incorrect
අද නුඹ අවදිවන්නෙහි.,incorrect
ඊයේ ඔහු සේදුවේ ය.,incorrect
හෙට ඇය ගන්නේ ය.,incorrect
නිතර අපි කියමු.,incorrect
දැන් ගස වැඩේයි.,incorrect
ඊයේ පොත තිබිණි.,incorrect
වහා සීතල පැතිරෙයි.,incorrect
දැන් දොර හැරෙයි.,incorrect
හෙට පාර සෑදේ.,incorrect
පසුව අහස පැහැදිලි වෙයි.,incorrect
නිතර මල් පිපෙයි.,incorrect
වහා ගින්න නිවිණි.,incorrect
වේගයෙන් කාලය ගෙවේ.,incorrect
වහා ශබ්දය නැඟේ.,incorrect
අද රථය නවතී.,incorrect
පසුව වැස්ස වැටෙයි.,incorrect
නිතර දුම යයි.,incorrect
ඊයේ බෝලය පෙරළුණේ ය.,incorrect
දැන් තත්වය වෙනස් විය.,incorrect
හෙට ප්‍රශ්නය ඇති වේ.,incorrect
දැන් මම කෑවෙමි.,incorrect
අද පොත් තිබේ.,incorrect
හෙට ඔහු දකින්නේ ය.,incorrect
ඊයේ බිත්තිය කැඩුණේ ය.,incorrect
නිතර අපි ලියමු.,incorrect
වහා ජලය ගලයි.,incorrect
ඊයේ ඔවුහු සිටියෝ ය.,incorrect
දැන් රහස හෙළි විය.,incorrect
හෙට මම එන්නෙමි.,incorrect
පසුව නුඹ දුවන්නෙහි.,incorrect
දැන් ඇය දකී.,incorrect
නිතර කරුණ පැහැදිලි වෙයි.,incorrect
ඊයේ අපි බිව්වෙමු.,incorrect
අද ගල් තිබේ.,incorrect
වහා ලෝකය වෙනස් වේ.,incorrect
නිතර මම කියමි.,incorrect
පසුව නදිය ගලයි.,incorrect
දැන් ඔහු ගනී.,incorrect
ඊයේ වීදුරු බිඳුණේ ය.,incorrect
හෙට ඇය එන්නේ ය.,incorrect
දැන් කාමරය අඳුරු විය.,incorrect
වහා අපි කියමු.,incorrect
නිතර වාතය චලනය වෙයි.,incorrect
පසුව ඔවුහු ලියති.,incorrect
ඊයේ ගස කැඩුණේ ය.,incorrect
අද මම සිටිමි.,incorrect
ඊයේ නුඹ කීවෙහි.,incorrect
වහා ඔහු දුවයි.,incorrect
දැන් පාර තැනේයි.,incorrect
හෙට ඇය බලන්නේ ය.,incorrect
නිතර මල් පවතී.,incorrect
දැන් අපි දනිමු.,incorrect
පසුව වැස්ස නවතියි.,incorrect
නිතර නුඹලා බලවු.,incorrect
වහා බෝල පෙරළෙයි.,incorrect
ඊයේ පොත විවෘත විය.,incorrect
දැන් මම නිදාගතිමි.,incorrect
පසුව සීතල හමයි.,incorrect
දැන් තේ මම බොමි.,incorrect
හෙට පොත නුඹ කියවන්නෙහි.,incorrect
ඊයේ බත් ඔහු කෑවේ ය.,incorrect
නිතර ගීත ඇය ගයයි.,incorrect
වහා ගෙදර අපි යමු.,incorrect
ඊයේ වැඩ නුඹලා කෙරූහුය.,incorrect
අද මෙහි ඔවුහු එති.,incorrect
හෙට ඇඳුම් මම අඳින්නෙමි.,incorrect
දැන් එහි නුඹ සිටින්නෙහි.,incorrect
පසුව මුදල් ඔහු ගනී.,incorrect
වහා පාඩම ඇය නිමකළේ ය.,incorrect
ඊයේ චිත්‍ර අපි දුටිමු.,incorrect
හෙට බත් නුඹලා කන්නවු.,incorrect
නිතර සත්‍යය ඔවුහු කියති.,incorrect
ඊයේ පොත මම කියවූයෙමි.,incorrect
දැන් ඉක්මන් නුඹ දුවන්නෙහි.,incorrect
ඊයේ කතාව ඔහු කීවේ ය.,incorrect
දැන් ජලය ඇය බොයි.,incorrect
හෙට එහි අපි යන්නෙමු.,incorrect
අද ගීත නුඹලා ගයවු.,incorrect
ඊයේ බත් ඔවුහු කෑවෝ ය.,incorrect
දැන් වැඩ මම ලියමි.,incorrect
හෙට පාඩම් නුඹ ඉගෙනගන්නෙහි.,incorrect
නිතර තෑගි ඔහු ගනී.,incorrect
ඊයේ ඇඳුම් ඇය සේදුවා ය.,incorrect
අද එහි අපි ඉමු.,incorrect
හෙට මෙහි නුඹලා එන්නවු.,incorrect
නිතර වේගයෙන් ඔවුහු දුවති.,incorrect
නිතර ඇත්ත මම සිතමි.,incorrect
පෙර පොත නුඹ දුන්නෙහි.,incorrect
හෙට මෙහි ඔහු එන්නේ ය.,incorrect
වහා වතුර ඇය බිව්වා ය.,incorrect
අද එහි අපි දකිමු.,incorrect
පසුව සෙමින් ඔවුහු යති.,incorrect
ඊයේ තේ මම බිව්වෙමි.,incorrect
නිතර හොඳින් නුඹ අවදිවන්නෙහි.,incorrect
ඊයේ බිම ඔහු සේදුවේ ය.,incorrect
හෙට මුදල් ඇය ගන්නේ ය.,incorrect
නිතර සත්‍යය අපි කියමු.,incorrect
දැන් විශාල ගස වැඩෙයි.,incorrect
නිතර සෙමින් ජලය ගලයි.,incorrect
ඊයේ එහි පොත තිබිණි.,incorrect
වහා නගරය සීතල පැතිරෙයි.,incorrect
දැන් ඉබේ දොර හැරෙයි.,incorrect
හෙට හොඳින් පාර සෑදේ.,incorrect
නිතර හොඳින් මල් පිපෙයි.,incorrect
වහා සෙමින් ගින්න නිවිණි.,incorrect
ඊයේ බිම වීදුරුව බිඳුණේ ය.,incorrect
සෙමින් කාලය ගෙවී යයි.,incorrect
වහා ඉහළ ශබ්දය නැඟේ.,incorrect
දැන් හොඳින් පලතුරු ඉදී ඇත.,incorrect
අද එහි රථය නවතී.,incorrect
පසුව සෙමින් වැස්ස වැටෙයි.,incorrect
නිතර ඉහළ දුම යයි.,incorrect
ඊයේ බිම බෝලය පෙරළුණේ ය.,incorrect
දැන් බත් මම කෑවෙමි.,incorrect
අද එහි පොත් තිබේ.,incorrect
හෙට ඇය ඔහු දකින්නේ ය.,incorrect
ඊයේ තදින් බිත්තිය කැඩුණේ ය.,incorrect
නිතර ලිපි අපි ලියමු.,incorrect
වහා ඉක්මනින් ජලය ගලයි.,incorrect
ඊයේ එහි ඔවුහු සිටියෝ ය.,incorrect
හෙට මෙහි මම එන්නෙමි.,incorrect
පසුව එහි නුඹ දුවන්නෙහි.,incorrect
දැන් ඔහු ඇය දකී.,incorrect
ඊයේ තේ අපි බිව්වෙමු.,incorrect
අද බිම ගල් තිබේ.,incorrect
හෙට එහි නුඹලා යන්නවු.,incorrect
නිතර ලෝකය වෙනස් වේ.,incorrect
නිතර කතාව මම කියමි.,incorrect
පසුව සෙමින් නදිය ගලයි.,incorrect
දැන් මුදල් ඔහු ගනී.,incorrect
හෙට මෙහි ඇය එන්නේ ය.,incorrect
දැන් ඉක්මනින් කාමරය අඳුරු විය.,incorrect
වහා ඇත්ත අපි කියමු.,incorrect
නිතර හොඳින් වාතය චලනය වෙයි.,incorrect
පසුව ලිපි ඔවුහු ලියති.,incorrect
ඊයේ විශාල ගස කැඩුණේ ය.,incorrect
දැන් හොඳින් මම සිටියෙමි.,incorrect
ඊයේ කතාව නුඹ කීවෙහි.,incorrect
වහා ගෙදර ඔහු දුවයි.,incorrect
දැන් හොඳින් පාර තැනේ.,incorrect
හෙට එය ඇය බලන්නේ ය.,incorrect
දැන් ඇත්ත අපි දනිමු.,incorrect
පසුව සෙමින් වැස්ස නවතියි.,incorrect
නිතර එය නුඹලා බලවු.,incorrect
වහා බිම බෝල පෙරළෙයි.,incorrect
හෙට මෙහි ඔවුහු එන්නෝ ය.,incorrect
දැන් ඉක්මනින් මම නිදාගතිමි.,incorrect
පසුව වේගයෙන් සීතල හමයි.,incorrect
පොත මම කියමි.,incorrect
ගෙදර මම යමි.,incorrect
කෑම මම කමි.,incorrect
කරමි පාඩම් මම.,incorrect
ඔබට මම දෙමි තෑග්ගක් .,incorrect
රුපවාහිනිය මම බලමි.,incorrect
ඉගෙනගනිමි පාඩම් මම.,incorrect
නටමි නැටුමක් මම.,incorrect
නොකියමි පොත මම.,incorrect
පාසල් අද මම නොයමි.,incorrect
නොකමි කෑම මම.,incorrect
වැඩ නොකරමි මම.,incorrect
නොදෙමි එය මම.,incorrect
නොබලමි වැඩ මම.,incorrect
කියමු අපි පොත්.,incorrect
යමු ගෙදර අපි.,incorrect
කමු කෑම අපි.,incorrect
කරමු වැඩ අපි.,incorrect
දෙමු අපි එය.,incorrect
බලමු වැඩ අපි.,incorrect
ඉගෙන ගනිමු පාඩම් අපි.,incorrect
නටමු නැටුම් අපි.,incorrect
නොකියමු පොත අපි.,incorrect
නොයමු අපි එහි.,incorrect
නොගත්තේමු අපි කෑම.,incorrect
නොකරමු වැඩ අපි.,incorrect
කියවන්නේහි පොත ඔබ.,incorrect
යන්නේහි ඔබ ගෙදර.,incorrect
ගත්තේහි ඔබ කෑම.,incorrect
කරන්නේහි වැඩ ඔබ.,incorrect
දෙන්නේහි එය ඔබ.,incorrect
බලන්නේහි ඔබ රුපවාහිනිය.,incorrect
ඉගෙන ගන්නෙහි පාඩම් ඔබ.,incorrect
කරන්නේහි නැටුම ඔබ.,incorrect
නොකියන්නේහි පොත ඔබ.,incorrect
නොගියෙහි ඔබ අද.,incorrect
නොගත්තේහි කෑම ඔබ.,incorrect
නොකරන්නේහි වැඩ ඔබ.,incorrect
කියවන්නේහු පොත ඔබලා.,incorrect
යන්නේහු ඔබලා ගෙදර.,incorrect
ගන්නේහු කෑම ඔබලා.,incorrect
කරන්නේහු වැඩ ඔබලා.,incorrect
දන්නේහු එය ඔබලා.,incorrect
බලහු ඔබලා රුපවාහිනිය.,incorrect
ඉගෙන ගන්නේහු පාඩම් ඔබලා.,incorrect
කරන්නේහු නැටුම් ඔබලා.,incorrect
නොකියවන්නේහු පොත ඔබලා.,incorrect
නොයන්නේහු ඔබලා අද.,incorrect
නොගන්නේහු කෑම ඔබලා.,incorrect
නොකරන්නේහු වැඩ ඔබලා.,incorrect
කියවයි පොත ඔහු.,incorrect
යයි ගෙදර ඔහු.,incorrect
ගනියි කෑම ඔහු.,incorrect
කරයි වැඩ ඔහු.,incorrect
දෙයි එය ඔහු.,incorrect
බලයි හිතා ඔහු.,incorrect
ඉගෙන ගනීයි පාඩම් ඔහු.,incorrect
නටයි නැටුම් ඔහු.,incorrect
නොකියයි පොත ඔහු.,incorrect
නොයයි අද ඔහු.,incorrect
නොගනියි කෑම ඔහු.,incorrect
නොකරයි වැඩ ඔහු.,incorrect
කියයි පොත ඇය.,incorrect
යයි ගෙදර ඇය.,incorrect
ගනියි කෑම ඇය.,incorrect
කරයි වැඩ ඇය.,incorrect
දෙයි එය ඇය.,incorrect
අරියි දොර ඇය.,incorrect
ඉගෙන ගනීයි පාඩම් ඇය.,incorrect
නටයි නැටුම් ඇය.,incorrect
නොකියයි පොත ඇය.,incorrect
නොයයි අද ඇය.,incorrect
නොගනියි කෑම ඇය.,incorrect
නොකරයි වැඩ ඇය.,incorrect
කියවති පොත් ඔවුහු.,incorrect
යති ගෙදර ඔවුහු.,incorrect
කති කෑම ඔවුහු.,incorrect
කරති වැඩ ඔවුහු.,incorrect
දෙති තෑගි ඔවුහු.,incorrect
අරිති දොර ඔවුහු.,incorrect
කරති පාඩම් ඔවුහු.,incorrect
නටති නැටුම් ඔවුහු.,incorrect
නොකියතී පොත් ඔවුහු.,incorrect
නොඑති එහි ඔවුහු.,incorrect
නොගනීතී කෑම ඔවුහු.,incorrect
නොකරතී වැඩ ඔවුහු.,incorrect
අවවාද ගුරුතුමිය ඔවුන්ට දුන්නාය. .,incorrect
ගියේ ය පාසලට ගුරුතුමා.,incorrect
අතට ගත්තේය පොත ගුරුතුමා.,incorrect
සාකච්චා කරේය ප්‍රශ්නපත්‍ර ගුරුතුමා.,incorrect
දුන්නේය දඩුවම් ගුරුතුමා.,incorrect
පියාසර කරති කුරුල්ලෝ අහසේ.,incorrect
සොයති කෑම කුරුල්ලෝ.,incorrect
කියවයි පොතක් ළමයා.,incorrect
තදින් හමයි සුළඟ.,incorrect
කූඩුවෙන් හාවා පැන ගියේය.,incorrect
වලාකුලින් අහස වැසී තිබේ.,incorrect
පුජා කෙරෙති මල් මිනිස්සු.,incorrect
සෙමින් ගල බසින්නේය ගංගාව.,incorrect
තණකොළ කයි වත්තේ ගොනා.,incorrect
ගසක් ඇත පාර අයිනේ.,incorrect
ගමන් කරයි පාරෙහි වෙළෙන්දියක්.,incorrect
පාවෙයි ඔරුවක් ගගෙහි.,incorrect
ඇද සිටියි සරමක් මිනිහා.,incorrect
බලන්නට මා මිත්‍රයා පැමිණියේය.,incorrect
බබළයි ආකාශයේ සුර්යයා.,incorrect
පොකුණක් ඇත අපේ පාසල ළග.,incorrect
සිටියේය ධනවත් මිනිසෙක් නගරයේ.,incorrect
වෙසෙයි කොටළුවෙක් එක් ගොවිපොලක.,incorrect
වේගයෙන් හඩලයි උදෑසනම කුකුළා.,incorrect
පියබති ආහාර සොයා කුරුල්ලෝ.,incorrect
කීවෝය සින්දු ළමයි.,incorrect
පත්වුහ සතුටට ඔවුහු.,incorrect
ගමන් කරන්නෝය කාන්තාරවල ඔටුවෝ.,incorrect
පිනති ජලයේ ගගෙහි මාළුවෝ.,incorrect
හූ කියති රාත්‍රියට හිවල්ලු.,incorrect
ජිවත් වෙති ජලයෙහි මත්ස්‍යයෝ.,incorrect
මරා දමති සතුරන් යෝදයෝ.,incorrect
පියාසර කරති අහසෙහි පක්ෂීහු.,incorrect
දඩයමට යති දුනු හී ගෙන වැද්දෝ.,incorrect
කපන්නේය ගස් ඔහු.,incorrect
කපයි ගස් ඔහු.,incorrect
ගෙනෙයි නගුල ගොවියා.,incorrect
හූ කියති රාත්‍රියට හිවල්ලු.,incorrect
ජිවත් වෙති ජලයෙහි මත්ස්‍යයෝ.,incorrect
මරා දමති සතුරන් යෝදයෝ.,incorrect
පියාසර කරති අහසෙහි පක්ෂීහු.,incorrect
දඩයමට යති දුනු හී ගෙන වැද්දෝ.,incorrect
කපන්නේය ගස් ඔහු.,incorrect
කපයි ගස් ඔහු.,incorrect
ගෙනෙයි නගුල ගොවියා.,incorrect
වහලය සැදුවේය නිවසේ වඩුවා.,incorrect
නිදයි අම්බලමේ හිගන්නා.,incorrect
පොත වික්කේය ළමයාට වෙළෙන්දා.,incorrect
සෝදති රෙදි මිනිස්සු.,incorrect
කියන්නෝය කවි තරුණයෝ.,incorrect
නැග්ගෝය ගස්වලට වදුරෝ.,incorrect
මල් නෙළති කෙකිවලින් ළමයි.,incorrect
යුධ වැදුනෝය සතුරන් සමග යුද්ධ භටයෝ.,incorrect
ඉගිළුණේය අහසේ කුරුල්ලා.,incorrect
ඉගිළුණාය අහසේ කිරිල්ල.,incorrect
ඉදිරුනේය සුළගට ගස.,incorrect
හමුවීමට මා ඔහු ආවේය.,incorrect
වැදුණේය තුඹස ඇතුළට නයා.,incorrect
වාසය කරන්නේය අලියා වනයෙහි.,incorrect
රැවටුවේය බොරු කියමින් ඔහු.,incorrect
බණ අසන්නට ඔහු යන්නේය.,incorrect
