Sentences,class
විශේෂ නිලධාරීහු පත් කරන ලදී කාර්යයක් සඳහා.,incorrect
රාජ්‍ය සේවය කළෝය සතුටින් ඉටු.,incorrect
අද රාත්‍රියේදී හමනු ඇත ප්‍රබල සුළඟක්.,incorrect
වර්ෂාව කඳුකරයේ පතිත වන්නේය නිරතුරුව.,incorrect
සමාජයට යහපත් ආකල්ප විය වැදගත්.,incorrect
ක්‍රියාත්මක විය යුතුය සෑම අතකින්ම විනය.,incorrect
සභාව ව්‍යවස්ථාවක් නව පිළිගනු ලැබීය.,incorrect
වෙළඳාම විදේශ වෙළඳපොළ වෙත විහිදෙන්නේය.,incorrect
යුද්ධ අතීතයේදී රජවරු කළෝය නිරතුරුව.,incorrect
සහනයක් විද්‍යාත්මක ප්‍රගතිය ලබාදෙන්නේය.,incorrect
ග්‍රාමීය ජනතාව ගියෝය නගරය බලා අද දින.,incorrect
දේශපාලන පක්ෂ ප්‍රකාශ කළේය සිය අදහස්.,incorrect
නව සභාපතිවරයා ආරම්භ කළේය සිය කාර්යයන්.,incorrect
අනාගතයට ඉතිහාසය පාඩම් උගන්වන්නේය.,incorrect
දැනුම ගුරුවරයා උත්සාහයෙන් සිසුන් වෙත ලබා දුන්නේය.,incorrect
සියලු කාර්යාලයේ වැඩ වඩාත් පහසු විය.,incorrect
නිවැරදිව විද්‍යාත්මක පරීක්ෂණ පවත්වන ලදී.,incorrect
ධර්ම සාකච්ඡා ඔවුන් විවේක කාලයේදී කළහ.,incorrect
රාජ්‍යයේ ප්‍රගතිය සැපතක් විය ජනතාවට.,incorrect
සෙනෙහස අපගේ ජීවිතයට ලබාදෙයි සුවයක්.,incorrect
ජනතාවට පුවත්පත් මගින් ලැබෙන්නේය තොරතුරු.,incorrect
ඔහුගේ නිර්භීතකම ප්‍රශංසා විය සියල්ලන් විසින්.,incorrect
අපගේ උත්සාහය විය සාර්ථකත්වයට හේතු.,incorrect
නිර්මාණය කලාත්මක විය යුතුය අතිශය.,incorrect
විදේශ ආයෝජන මෙරටට පැමිණියේය නිරතුරුව.,incorrect
සමස්ත ජාතියම පෙන්වූහ එක්සත් බව.,incorrect
විහාරය වෙත පිළිමයක් නව කෙරින පත්.,incorrect
සෑම වසරකම පැවැත්වේ අලුත් උත්සවයක්.,incorrect
ප්‍රඥාව ඔබ කළේය මනාව පරිශීලනය.,incorrect
රජයේ රහස් තොරතුරු දන්නේය නිලධාරීන්.,incorrect
මෙම ප්‍රදේශය වෙත දුම්රිය පාරක් ඇත.,incorrect
සියලු පවුල් ජීවත් වෙති සන්තෝෂයෙන්.,incorrect
විචිත්‍රවත් වර්ණ එකතු විය පින්තූරය වෙත.,incorrect
කාර්ය මණ්ඩලය සූදානම් විය අවම කාලයකින්.,incorrect
නව සංශෝධන සාකච්ඡා විය පාර්ලිමේන්තුවේ දී.,incorrect
දක්ෂතාවය යනු ඇත නිසා ඔහු ඉහළට.,incorrect
අග්‍රාමාත්‍යතුමා වෙත ජනතාව පණිවිඩයක් එවීය.,incorrect
විවිධ ඔවුන් තොරතුරු එකතු කළහ විද්‍යාත්මක.,incorrect
ගැටළු පිළිබඳව ඇත සංවාදයක් විශාල.,incorrect
අධ්‍යාපන ක්ෂේත්‍රය ප්‍රබල විය යුතුය වඩාත්.,incorrect
සිටියෝය මිනිස්සු සත්‍යය වෙනුවෙන් නිරතුරුව.,incorrect
දරුවෝ ප්‍රදර්ශනයක් පාසලේ පැවැත්වූහ.,incorrect
අපගේ උරුමය විය අවශ්‍ය අගය කිරීම.,incorrect
වගකීම් රාජකාරී සම්පූර්ණ විය කාලයේදී නියමිත.,incorrect
ප්‍රශ්න ලෝකයේ කෙරේ ගැඹුරින් සාකච්ඡා.,incorrect
අවස්ථා ව්‍යාපාරික බිහිවන්නේය මෙරට තුළ.,incorrect
සෑමගේම පරිසරය වගකීමක් විය සුරැකීම.,incorrect
පුරවැසියන් භුක්ති විඳිති සිය මූලික අයිතිවාසිකම්.,incorrect
ජල ගැලීම් මහා වැසි නිසා සිදුවිය.,incorrect
කඩිනමින් පැරණි ගිවිසුම් විය යුතුය අලුත්.,incorrect
සියලු දෙනාම යොමු විය වෙත එකම අරමුණක්.,incorrect
නිරතුරුවම යහපත් පාලනයක් විය අවශ්‍ය.,incorrect
නව පාර්ලිමේන්තුවේ ලදී පිළිගන්නා සංශෝධනයක්.,incorrect
ග්‍රාමීය ප්‍රදේශ වෙත වෛද්‍ය සේවාවන් ළඟා විය.,incorrect
සාධාරණත්වය සමාජ වැදගත්ය සඳහා සටන් කිරීම.,incorrect
නළුවා ඉදිරිපත් කළේය උසස් රංගනයක්.,incorrect
දේශය තුළ විශාල ප්‍රතිසංස්කරණ සිදුවන්නේය.,incorrect
ඔහුට ගෞරවය සහ කීර්තිය හිමි විය.,incorrect
ඉතිහාසය පුරාණ යුද්ධවල අධ්‍යයනය කළ යුතුය.,incorrect
අපගේ උත්සාහය විය අනිවාර්යයෙන්ම සාර්ථක.,incorrect
පැතිරේ නව තාක්ෂණික දැනුම සියලු වෙත.,incorrect
ඇයැද කලින් කළ වැරදි පිළිබඳව සිටියේය නිරතුරුව සමාව.,incorrect
අපගේ විද්‍යාලය සිටියේය ක්ෂේත්‍රයේ ඉහළට නැඟී අධ්‍යාපන.,incorrect
ග්‍රාමීය දරුවෝ පැමිණීමට යුහුසුළු වෙති පාසල වෙත උදෑසන.,incorrect
මුළු එම ඓතිහාසික සිද්ධිය ඇත දේශයම හඳුනාගෙන.,incorrect
නිතරම යහපත් ආණ්ඩුවක් ගනී සැලකිල්ලට ජනතාවගේ දේ.,incorrect
විශේෂ පරිසරය සුරැකීම වෙනුවෙන් ක්‍රියාත්මක විය ව්‍යාපෘති.,incorrect
මහාචාර්යවරයා සිටියේය නව පර්යේෂණ නිමිත්තෙන් විද්‍යාගාරයේ.,incorrect
භාණ්ඩ වෙළඳ පොළේ නිරතුරුවම තිබුණි යමින් ඉහළ මිල.,incorrect
ගැඹුරින් ඔවුන් විවිධ දේශපාලන ප්‍රශ්න සාකච්ඡා කළෝය.,incorrect
සංස්කෘතිය ජාතික බවට පත්වී ඇත අපගේ ආත්මය.,incorrect
සූර්යයා පැතිරෙන්නේය මහා අලෝකයක් උදාවන විට.,incorrect
රාජ්‍ය ආදායම කෙරේ නිරතුරුවම ඉහළ නැංවීමට උත්සාහ.,incorrect
අපගේ දර්ශනය විය මුළු ලෝකයාටම යහපතක්.,incorrect
නව අධ්‍යාපන ක්‍රමයක් ලදී ආරම්භ කරන පාසල්වල.,incorrect
කර්මාන්ත විශාල ගණනාවක් ලදී පිහිටුවන මෙරට තුළ ශාලා.,incorrect
ග්‍රන්ථය ලේඛකයා සිය මුද්‍රණය කළෝය නව නිසොල්මනේ.,incorrect
සියල්ලන්ටම ගෞරවය සහ උපහාරය වේ ලබාදීම අත්‍යවශ්‍ය.,incorrect
වෙත නිලධාරීහු සියලු ලේඛන යොමු විය නිවැරදිව සැකසීම.,incorrect
ප්‍රදේශයේ ජනතාව පත්වූහ උවදුරින් විශාල පීඩාවට ගංවතුර.,incorrect
සතුරාගේ තොරතුරු ක්‍රියාකාරකම් පිළිබඳව සෙවූහ රහසිගතව.,incorrect
තර්කය සිසුන් උපයෝගී කර ගන්නා ලදී විද්‍යාත්මක මනාව.,incorrect
සම්පූර්ණ සෑම දෙයක්ම විය අවශ්‍ය නියමිත කාලයේදී කිරීම.,incorrect
නව වෛද්‍යවරයෙක් රෝහලේ සේවය සඳහා පැමිණියේය.,incorrect
දේශනය ඔහුගේ ලදී ගන්නා සැලකිල්ලට විශාල පිරිසක් විසින්.,incorrect
වහන්සේලා භික්ෂූන් පැවැත්වූහ වටිනා ධර්ම සාකච්ඡාවක්.,incorrect
දුප්පත් සමාජයේ ජනතාව ඇත වෙනුවෙන් විශේෂ වැඩසටහන්.,incorrect
වර්තමාන තත්ත්වය අත්‍යවශ්‍ය වේ පිළිබඳව ගැඹුරු අධ්‍යයනයක් පැවැත්වීම.,incorrect
අපගේ උරුමය විය සුරැකීම සෑමගේම උත්තරීතර වගකීමක්.,incorrect
විශාල පරිත්‍යාගශීලීන් ලබාදුන්හ ආධාරයක් පන්සලට විශේෂ.,incorrect
ලැබෙනු ඇත ඉදිරිපත් කළ යෝජනා සභාව විසින් පිළිගනු.,incorrect
අවශ්‍ය දේශීය කර්මාන්ත විය නිරතුරුව සංවර්ධනය කිරීම.,incorrect
නව ව්‍යාපාරික අවස්ථා පවතිනේය දැන් මෙරට තුළ.,incorrect
කලින් කළ වීඩියෝ පටය පත්වූයේය ජනප්‍රිය බවට.,incorrect
මිනිසුන් කළෝය වෙනුවෙන් දිගින් දිගටම සටන් සිය මූලික අයිතිවාසිකම්.,incorrect
රජයේ නිලධාරීන් සම්පූර්ණ කළෝය රාජකාරි කාලය තුළ නියමිත.,incorrect
පොත්පත් වඩාත් දැනුම කියවීම මගින් විය පුළුල්.,incorrect
ප්‍රතිසංස්කරණ දේශපාලන ක්ෂේත්‍රයේ සිදුකරනු ලැබෙනු ඇත විශාල.,incorrect
තරුණ සමූහයක් ආරම්භ කළෝය නව සමාජ වැඩසටහනක්.,incorrect
ජනතාවගේ ඔහුගේ කතාව විය සිත් දිනාගැනීමට හේතු.,incorrect
සමාජයේ පවතින ඇත ලබාදෙනු අවධානයක් දුක්ඛිත තත්ත්වය පිළිබඳව විශේෂ.,incorrect
ගුරුවරයා බෙදා දෙන්නේය දැනුම සිසුන් වෙත සියලු සමසේ.,incorrect
අපගේ උත්සාහය යොමු විය වෙතට සාර්ථකත්වය නිරතුරුවම.,incorrect
ඉදිරිපත් කෙරේ කළ යෝජනා අමාත්‍ය මණ්ඩලය විසින් සාකච්ඡා.,incorrect
සංකල්ප විද්‍යාත්මක එකතු විය දරුවන්ගේ අධ්‍යාපනයට.,incorrect
පාසලේ සෑම වසරකම ලදී පවත්වන ක්‍රීඩා උත්සවයක් සාර්ථකව.,incorrect
ජනතාව සිටියෝය නිරතුරුව යහපත් පාලනයක් බලාපොරොත්තු වෙමින්.,incorrect
රෝහලේ විය යුතුය වෛද්‍ය සේවාවන් වඩාත් දියුණු.,incorrect
සාකච්ඡා පැරණි ගිවිසුම් කළෝය අලුත් කිරීම පිළිබඳව.,incorrect
ලෝකයේ ඔවුන්ගේ නව ව්‍යාපෘතිය විය දිනාගැනීමට හේතු අවධානය.,incorrect
අධ්‍යයනය ලෝකයේ ප්‍රශ්න ගැඹුරින් අවශ්‍ය වේ කිරීම.,incorrect
සමගිය සියලු දෙනාගේම විය අපගේ ප්‍රධාන අරමුණක්.,incorrect
කඩිනමින් අදහාගත නොහැකි ඇරඹෙනු ඇත සංවර්ධන ව්‍යාපෘති.,incorrect
සුවයක් ඔහුගේ තීරණය ලබාදෙනු ඇත මුළු සමාජයටම.,incorrect
දේශපාලන පුවත්පත් මගින් ලැබෙන්නේය තොරතුරු නිරතුරුව.,incorrect
විශේෂ තරුණ සමූහයක් කළෝය වීඩියෝ පටයක් නිර්මාණය.,incorrect
නව රජයේ සංශෝධනයක් ලැබුණි පිළිගනු පාර්ලිමේන්තුව විසින්.,incorrect
වෛද්‍ය සේවාවන් වඩාත් ග්‍රාමීය ප්‍රදේශවලට විය ලං.,incorrect
සාධාරණත්වය සමාජ වෙනුවෙන් විය අවශ්‍ය සටන් කිරීම විශාල.,incorrect
අඳිනු කලාකරුවා අපූර්ව ශෛලියකින් ලැබීය චිත්‍රයක්.,incorrect
සිදුවන්නේය ඉදිරි කාලය තුළදී විශාල ප්‍රතිසංස්කරණ.,incorrect
සෑම පුරවැසියෙකුගේම වේ සුරැකීම අත්‍යවශ්‍ය අයිතිවාසිකම්.,incorrect
දැඩි මහා වැසි නිසා හානියක් සිදුවිය කඳුකරයේ.,incorrect
දේශීය සංස්කෘතිය විය සැමදා අපගේ ජීවිතයට සැනසිල්ලක්.,incorrect
නව සභාව ලදී පිළිගන්නා අමාත්‍ය මණ්ඩලයක්.,incorrect
විදේශ ව්‍යාපාරික අවස්ථා යොමු විය වෙළඳපොළට.,incorrect
ගෞරවය සහ උපහාරය හිමි විය සියලු දේශප්‍රේමීන්ට.,incorrect
යුද්ධවල පුරාණ අධ්‍යයනය වැදගත්ය ඉතිහාසය කිරීම.,incorrect
උත්සාහය අපගේ ඇත පිළිගනු අනිවාර්යයෙන්ම ලෝකයා විසින්.,incorrect
නව තාක්ෂණික දැනුම පැතිරේ වඩාත් පුළුල්ව.,incorrect
මහජනතාව දුන්හ නිරතුරුව මුහුණ සියලු දුක්ඛිත තත්ත්වයන්ට.,incorrect
සම්පූර්ණ විය යුතුය සෑම දෙයක්ම නියමිත කාලය තුළ.,incorrect
ජනතාව කළෝය නිදහසේ සිය අදහස් ප්‍රකාශ.,incorrect
උත්සවය පාසලේ ක්‍රීඩා සාර්ථක විය ඉතා.,incorrect
අපරාධකරුවන්ට අධිකරණය නියම කළේය දඬුවම්.,incorrect
නව විද්‍යාඥයෝ ඉදිරිපත් කළහ සොයාගැනීමක් ලෝකයට.,incorrect
පරිසරයේ සුන්දරත්වය වෙත ඇදී යන්නේය පවතින සැමගේ මනස.,incorrect
සඳහා රාජ්‍යය වඩාත් වැදගත් විය සාමය.,incorrect
දරුවෝ කරනු ලැබූහ විවේක කාලයේදී ක්‍රීඩා.,incorrect
රෝගියාට ලබාදෙනු ඇත අවශ්‍ය වෛද්‍ය ප්‍රතිකාර.,incorrect
ලෝකය වෙනස් වෙමින් පවතිනේය වේගයෙන්.,incorrect
උන්වහන්සේ දේශනා කළසේක නිරතුරුව ධර්මය.,incorrect
සැකසීම වෙත සෑම දෙයක්ම නිවැරදිව යොමුවිය.,incorrect
නළුවා නිරූපණය කළේය අතිශය දක්ෂතාවක්,incorrect
ඔවුන්ගේ ඉක්මනින් නව ව්‍යාපාරය විය ප්‍රසිද්ධ.,incorrect
වෙළඳාම ව්‍යාප්ත විය වෙළඳපොළවල් විදේශ වෙත.,incorrect
අධ්‍යාපන ක්ෂේත්‍රය කළ යුතුය වැඩි දියුණු.,incorrect
කමිටුව සාකච්ඡා කළේය නව නීති පිළිබඳව.,incorrect
සංචාරකයෝ රටට පැමිණියෝය විශාල පිරිසක්.,incorrect
පරිපාලන කටයුතු යන්නේය නිවැරදිව ඉදිරියට ගෙන.,incorrect
ලැබුණි ගෞරවය සහ කීර්තිය ඔවුන්ට නිරතුරුවම.,incorrect
නවීන තාක්ෂණය කළේය වඩාත් පහසු ජීවිතය.,incorrect
කඳුකරයේ ඇත නිරතුරුව සුන්දර දර්ශන.,incorrect
අපගේ සමාජය විය යුතුය වඩාත් සාධාරණ.,incorrect
එකතු විය විශාල පිරිසක් උත්සවය වෙත.,incorrect
රහස් තොරතුරු යොදා ගත්තේය විමර්ශනකටයුතු සඳහා.,incorrect
දේශය යහපත් පාලනයක් වෙත අවශ්‍ය වේ නිරතුරුවම.,incorrect
නව අමාත්‍ය මණ්ඩලය විසින් ලැබෙනු ඇත නීති පිළිගනු.,incorrect
දඬුවම් ශ්‍රේෂ්ඨාධිකරණය නියම කිරීම අපරාධකරුවන් විය නිවැරදි.,incorrect
දේශපාලන පක්ෂ ප්‍රකාශ කළෝය සිය අදහස් වඩාත් ප්‍රබලව.,incorrect
විද්‍යාඥයන් කළහ ග්‍රහලෝක පිළිබඳව වඩාත් ගැඹුරු අධ්‍යයන.,incorrect
ලෝකයේ ප්‍රගතිය සඳහා නිරතුරුව යෙදේ නව උපක්‍රම.,incorrect
ගුරුවරයා වෙත ලබාදුන්නේය උත්සාහයෙන් සියලු සිසුන් දැනුම.,incorrect
මහජනතාව වෙති බලාපොරොත්තු නිරතුරුවම යහපත් ජීවන තත්ත්වයක්.,incorrect
රජයේ අද දින නව ප්‍රතිපත්ති ලදී කරන ක්‍රියාත්මක.,incorrect
වෙළඳ නගරයේ නිරතුරුවම විය වර්ධනය පොළේ භාණ්ඩ මිල.,incorrect
උගත් පණ්ඩිතයන් අවශ්‍ය විය ප්‍රඥාව මනාව පරිශීලනය කිරීම.,incorrect
සාකච්ඡා නව අධ්‍යාපන ක්‍රමයක් සම්බන්ධව පාසල්වල විය.,incorrect
විශාල කර්මාන්ත ශාලා විය වඩාත් ඵලදායී මෙරට තුළ,incorrect
ඔහුගේ කතාව බවට පත්වූයේය දේශය තුළ විශාල ආලෝකයක්.,incorrect
ක්‍රියාකාරකම් සතුරාගේ පිළිබඳව තොරතුරු ලැබුණි රහස් දිගින් දිගටම.,incorrect
සිසුන් ඉදිරිපත් කළෝය විද්‍යාත්මක පරීක්ෂණ නිවැරදිව.,incorrect
සෑම දෙයක්ම කළ යුතුය සාර්ථකව සම්පූර්ණ නියමිත කාලය තුළදී.,incorrect
ප්‍රදේශයේ ජනතාව උත්සාහ කළෝය නව අවස්ථා වෙනුවෙන්.,incorrect
විද්‍යාත්මක සංකල්ප කළේය දරුවන්ගේ දැනුම වඩාත් පුළුල්.,incorrect
ජාතික සංස්කෘතිය වෙනුවෙන් පැවැත්වෙනු ඇත විශේෂ සම්මන්ත්‍රණයක්.,incorrect
ලෝකයේ පවතින ප්‍රශ්න කෙරේ ගැඹුරින් අධ්‍යයනය.,incorrect
සෙනෙහස අපගේ ජීවිතයට ලබාදෙන්නේය සැමදා සතුටක්.,incorrect
අපගේ උරුමය විය සුරැකීම සෑමගේම ප්‍රධාන වගකීමක්.,incorrect
ගෞරවය සහ උපහාරය හිමි විය සියලු දේශපාලඥයන්ට.,incorrect
සෑම නව තාක්ෂණික දැනුම වෙත පැතිරේ අංශයක්ම.,incorrect
යහපත් පාලනයක් ගනී සැලකිල්ලට නිරතුරුවම ජනතාවගේ දේ.,incorrect
ගුරුවරයා ඊයේ විචිත්‍ර ලෙස පාඩම ඉගැන්වීය.,incorrect
මිනිසුන් වෙති නිරතුරුව ධර්මය පිළිගන්නවා.,incorrect
සභාවක් පත් කරන ලදී හෙට රාජ්‍යය වෙත.,incorrect
උන්වහන්සේ නිතර කළසේක විශාල ග්‍රන්ථයක් නිර්මාණය.,incorrect
සිසුහු දෛනිකව පෙන්වූහ ක්‍රීඩාවේ දක්ෂතාව.,incorrect
නගරය පෙරේදා විය ධනවත් ව්‍යාපාරිකයෙකු.,incorrect
ජනතාව මුහුණ දුන්හ දුක්ඛිත තත්ත්වයන්ට නිතර.,incorrect
ප්‍රගතිය සඳහා යෙදේ ලෝකයේ සැමදා.,incorrect
භික්ෂූන් ඊයේ ධර්මය සාකච්ඡා කළහ නිශ්ශබ්දව.,incorrect
අධිකාරිය නීති ක්‍රියාත්මක කෙළේය අද නව.,incorrect
ඔහුගේ ගවේෂණය දියුණු විය ඊයේ විද්‍යාත්මක.,incorrect
ප්‍රදේශවාසීහු සහනය සැලසූහ ඉදිරියේදී.,incorrect
තරු අහසේ නිරතුරුව විය දීප්තිමත්ව දිස්.,incorrect
කවියෝ සැමදා නිරූපණය කළහ මනෝභාවයන් අලංකාරව.,incorrect
රජතුමා දැක්මක් ඇත ඊයේ සාමය වෙත.,incorrect
පන්සලෙහි භික්ෂූන් නිතර ධර්මය උගන්වති.,incorrect
නැවියන් පෙරේදා යාත්‍රාවක් පැදවූහ මුහුදේ.,incorrect
මහජනතාව ඊයේ සටන් කළෝය සිය අවශ්‍යතා සඳහා.,incorrect
සිදුවීම් වාර්තා විය දෛනිකව අදහාගත නොහැකිව.,incorrect
ව්‍යාපෘති විශාල සංවර්ධන ඇරඹෙනු ඇත හෙට.,incorrect
ගෞරවය හෙට ඔහුට අවධානය ලැබෙනු ඇත.,incorrect
උත්සාහයන් ලෝකයේ නිරතුරුව යොදවයි සාමය වෙත.,incorrect
ගායකයා ඊයේ ගැයීය ජනප්‍රිය ගීතයක්.,incorrect
විදුහල්පතිතුමා අද පාසල වෙත ආවේය අළුතින්.,incorrect
විමර්ශනයක් ගැඹුරු ඊයේ ප්‍රශ්න පිළිබඳව පැවැත්වූහ.,incorrect
ව්‍යාපාරය ඔවුන්ගේ නව සාර්ථක විය ඉදිරියේදී.,incorrect
සියලු සාමාජිකයින් රැස්වීම වෙත අද පැමිණියේය.,incorrect
ආයතන රාජ්‍ය විය යුතුය සැමදා ඵලදායී.,incorrect
අධ්‍යාපනය දීමනාවක් වන්නේය නිරතුරුව නිදහස්.,incorrect
තාක්ෂණය ලෝකය වෙත වේගයෙන් පැතිරෙන්නේය.,incorrect
ගිවිසුම් පුරාණ අවලංගු විය පෙරේදා.,incorrect
චිත්‍රයක් කලාකරුවා ඊයේ නිර්මාණය කළේය.,incorrect
සංස්කෘතිය දේශීය වැදගත්ය සැමදා සුරැකීම.,incorrect
හානියක් සිදුවිය ඊයේ භූමිකම්පාව හේතුවෙන්.,incorrect
වෛද්‍යවරයා රෝගියා පරීක්ෂා කළේය අද.,incorrect
නිලධාරීහු ඉදිරියේදී සඳහා පත් කරන ලදී විශේෂ කාර්යයක්.,incorrect
සේවය රාජ්‍ය කළෝය සැමදා සතුටින් ඉටු.,incorrect
සුළඟක් ප්‍රබල හමනු ඇත හෙට රාත්‍රියේදී.,incorrect
වර්ෂාව පතිත වන්නේය නිරතුරුව කඳුකරයේ.,incorrect
ආකල්ප සමාජයට වැදගත් විය සැමදා යහපත්.,incorrect
විනය ක්‍රියාත්මක විය යුතුය සැමදා.,incorrect
සභාව නව ඊයේ පිළිගනු ලැබීය ව්‍යවස්ථාවක්.,incorrect
වෙළඳාම විදේශ වෙළඳපොළ වෙත දෛනිකව විහිදෙන්නේය.,incorrect
යුද්ධ රජවරු කළෝය නිරතුරුව අතීතයේදී.,incorrect
ප්‍රගතිය විද්‍යාත්මකව ලබාදෙන්නේය සැමදා සහනයක්.,incorrect
ජනතාව ග්‍රාමීය නගරය බලා ගියෝය ඊයේ.,incorrect
පක්ෂ දේශපාලන අදහස් ප්‍රකාශ කළේය අද.,incorrect
සභාපතිවරයා නව ආරම්භ කරනු ඇත හෙට කාර්යයන්.,incorrect
ඉතිහාසය පාඩම් උගන්වන්නේය සැමදා අනාගතයට.,incorrect
ගුරුවරයා දැනුම නිරතුරුව ලබාදුන්නේය සිසුන් වෙත.,incorrect
වැඩ සියලු කාර්යාලයේදී පහසු විය ඊයේ.,incorrect
පරීක්ෂණ විද්‍යාත්මකව පෙරේදා ලදී පවත්වන.,incorrect
ඔවුන් විවේක කාලයේදී සවස සාකච්ඡා කළහ.,incorrect
ප්‍රගතිය රාජ්‍යයේ විය සැපතක් සැමදා.,incorrect
සෙනෙහස සුවයක් ලබාදෙයි සැමදා අපගේ ජීවිතයට.,incorrect
තොරතුරු ලැබෙන්නේය දෛනිකව පුවත්පත් මගින්.,incorrect
නිර්භීතකම ඔහුගේ විසින් ඊයේ ප්‍රශංසා විය.,incorrect
උත්සාහය අපගේ හේතු විය සාර්ථකත්වයට අද.,incorrect
නිර්මාණය විය යුතුය සැමදා අතිශය කලාත්මක.,incorrect
ආයෝජන විදේශ නිරතුරුව පැමිණියේය මෙරටට.,incorrect
ජාතියම එක්සත් බව ඊයේ සමස්ත පෙන්වූහ.,incorrect
පිළිමයක් විහාරය වෙත අද කෙරින පත්.,incorrect
උත්සවයක් වසරකදී සැමදා අලුත් පැවැත්වේ.,incorrect
ප්‍රඥාව ඔබ කළේය නිරතුරුව මනාව පරිශීලනය.,incorrect
තොරතුරු රහස් සැමදා දන්නේය නිලධාරීන්.,incorrect
දුම්රිය පාරක් ඊයේ තිබුණි මෙම ප්‍රදේශය වෙත.,incorrect
පවුල් සියලු නිරතුරුව ජීවත් වෙති සන්තෝෂයෙන්.,incorrect
වර්ණ විචිත්‍රවත් ඊයේ එකතු විය පින්තූරය වෙත.,incorrect
මණ්ඩලය කාර්ය අද විය සූදානම්.,incorrect
සංශෝධන නව හෙට සාකච්ඡා විය පාර්ලිමේන්තුවේදී.,incorrect
දක්ෂතාවය නිසා ඉදිරියේදී ඔහු ඇත ඉහළට යනු.,incorrect
ලේකම්වරයා වාර්තා සකස් කළේය දෛනිකව.,incorrect
ඔවුන් නිර්භීතව අද සත්‍යය සෙවූහ.,incorrect
ගුරුවරයා නව නිතර ඉගැන්වීය පාඩම්.,incorrect
දරුවෝ ක්‍රීඩා කළහ සවස ගමේ.,incorrect
මහජනතාව නිරතුරුව පැතූහ යහපත් පාලනයක්.,incorrect
සූර්යයා බැබළුණේය සවස දිප්තිමත්ව.,incorrect
අධිකාරිය ඊයේ ප්‍රකාශ කළේය නව නීති.,incorrect
ප්‍රදේශවාසීහු නිරතුරුව සැලසූහ සහනය.,incorrect
නගරය පෙරේදා වින්දේය විශාල හානියක්.,incorrect
වෛද්‍යවරයා අද දින පරීක්ෂා කළේය රෝගියා.,incorrect
නිලධාරීහු ඉටු කළහ ඉදිරියේදී විශේෂ කාර්යයන්.,incorrect
රාජ්‍ය සේවය සතුටින් කළෝය සැමදා ඉටු.,incorrect
ව්‍යවස්ථාවක් ඊයේ පිළිගනු ලැබීය පාර්ලිමේන්තුවේ.,incorrect
වෙළඳාම විදේශ වෙළඳපොළ වෙත අද විහිදෙන්නේය.,incorrect
රජවරු යුද්ධ කළෝය නිතර අතීතයේදී.,incorrect
ජනතාව අද දින නිරතුරුව යන්නේය නගරය බලා.,incorrect
පක්ෂ සිය හෙට ප්‍රකාශ කරනු ඇත අදහස්.,incorrect
සභාපතිවරයා අද ආරම්භ කළේය නව කාර්යයන්.,incorrect
තොරතුරු හෙට ලැබෙනු ඇත පුවත්පත් මගින්.,incorrect
රාජ්‍ය නිලධාරීන් ඊයේ විමසා බලති රාජකාරි කාරණා.,incorrect
අපගේ තීරණය විය නිරතුරුව බලපෑමක් මුළු දේශය වෙතම.,incorrect
පණ්ඩිතයන් උගත් සැමදා මනාව ප්‍රඥාව පරිශීලනය කළෝය.,incorrect
සංචාරකයා ඊයේ බැලීමට නැග්ගේය කන්ද රමණීය දර්ශන.,incorrect
ඔහු ගියේය පෙරේදා පසුපස සිය කුඩා අධ්‍යාපන කරුණු.,incorrect
කාර්යාලයේ සිටින සියල්ලෝම පිළිගනිති හෙට නව ව්‍යාපෘතිය.,incorrect
වාර්තාව අද අවශ්‍ය වේ ඉදිරිපත් කිරීම නියමිත කාලය තුළ.,incorrect
දරුවන් සෙල්ලම් කළහ දෛනිකව ගමේ ඇළ අසල.,incorrect
ලේකම්වරයා ඊයේ දැන්වීය නව තොරතුරු මණ්ඩලය වෙත.,incorrect
ශිෂ්‍යයා සම්පූර්ණ කළේය අද පාසලේ කර්තව්‍යයන්.,incorrect
වරදි කළින් කළ ඊයේ සිටියේය සමාව ඇයැද පිළිබඳව.,incorrect
විද්‍යාලය අපගේ සැමදා නැඟී සිටියේය ක්ෂේත්‍රයේ ඉහළට.,incorrect
දරුවෝ ග්‍රාමීය දෛනිකව වෙති පාසල වෙත පැමිණීමට යුහුසුළු.,incorrect
සිද්ධිය පෙරේදා හඳුනාගෙන ඇත ඓතිහාසික මුළු දේශයම.,incorrect
ආණ්ඩුවක් යහපත් නිරතුරුව සැලකිල්ලට ගනී ජනතාවගේ දේ.,incorrect
ව්‍යාපෘති ක්‍රියාත්මක විය හෙට පරිසරය සුරැකීම වෙනුවෙන්.,incorrect
මහාචාර්යවරයා සිටියේය අද නව පර්යේෂණ නිමිත්තෙන්.,incorrect
මිල භාණ්ඩ වෙළඳ පොළේ නිරතුරුවම තිබුණි යමින් ඉහළ.,incorrect
ඔවුන් ඊයේ සාකච්ඡා කළෝය විවිධ දේශපාලන ප්‍රශ්න ගැඹුරින්.,incorrect
සංස්කෘතිය ජාතික සැමදා බවට පත්වී ඇත අපගේ ආත්මය.,incorrect
සූර්යයා මහා අලෝකයක් පැතිරෙන්නේය උදෑසන උදාවන විට.,incorrect
ආදායම රාජ්‍ය නිරතුරුවම උත්සාහ කෙරේ ඉහළ නැංවීමට.,incorrect
